"Concept"	"Feature"
"4807"	"pillow"	"used_for_resting_head"
"4808"	"pillow"	"used_for_sleeping"
"4830"	"pineapple"	"a_fruit"
"4831"	"pineapple"	"grows_in_Hawaii"
"4832"	"pineapple"	"grows_in_warm_climates"
"4833"	"pineapple"	"grows_on_trees"
"4834"	"pineapple"	"has_a_core"
"4835"	"pineapple"	"has_an_inside"
"4836"	"pineapple"	"has_an_outside"
"4837"	"pineapple"	"has_green_leaves"
"4838"	"pineapple"	"has_leaves"
"4839"	"pineapple"	"has_skin"
"4840"	"pineapple"	"is_juicy"
"4841"	"pineapple"	"is_prickly"
"4842"	"pineapple"	"is_tropical"
"4843"	"pineapple"	"is_yellow"
"4844"	"pineapple"	"is_yellow_inside"
"4845"	"pineapple"	"tastes_sweet"
"4846"	"pineapple"	"used_for_juice"
"4866"	"pistol"	"a_gun"
"4867"	"pistol"	"a_weapon"
"4868"	"pistol"	"has_a_trigger"
"4869"	"pistol"	"inbeh_-_fires"
"4870"	"pistol"	"inbeh_-_fires_bullets"
"4871"	"pistol"	"is_dangerous"
"4872"	"pistol"	"is_hand_held"
"4873"	"pistol"	"is_heavy"
"4874"	"pistol"	"is_lethal"
"4875"	"pistol"	"is_loud"
"4876"	"pistol"	"is_small"
"4877"	"pistol"	"made_of_metal"
"4878"	"pistol"	"requires_a_license"
"4879"	"pistol"	"used_by_the_police"
"4880"	"pistol"	"used_for_crimes"
"4881"	"pistol"	"used_for_killing"
"4882"	"pistol"	"used_for_protection"
"4883"	"pistol"	"used_for_shooting"
"4884"	"pistol"	"used_for_wounding"
"4938"	"plum"	"a_fruit"
"4939"	"plum"	"eaten_as_prunes_(dried)"
"4940"	"plum"	"eaten_in_jams"
"4941"	"plum"	"grows_on_trees"
"4942"	"plum"	"has_a_pit"
"4943"	"plum"	"has_an_inside"
"4944"	"plum"	"has_skin"
"4945"	"plum"	"is_edible"
"4946"	"plum"	"is_juicy"
"4947"	"plum"	"is_purple"
"4948"	"plum"	"is_red"
"4949"	"plum"	"is_round"
"4950"	"plum"	"is_small"
"4951"	"plum"	"tastes_good"
"4952"	"plum"	"tastes_sweet"
"5016"	"prune"	"a_fruit"
"5017"	"prune"	"eaten_by_old_people"
"5018"	"prune"	"eaten_for_constipation"
"5019"	"prune"	"eaten_for_helping_digestion"
"5020"	"prune"	"grows_on_trees"
"5021"	"prune"	"has_a_pit"
"5022"	"prune"	"has_seeds"
"5023"	"prune"	"has_skin"
"5024"	"prune"	"is_dark"
"5025"	"prune"	"is_dried"
"5026"	"prune"	"is_juicy"
"5027"	"prune"	"is_purple"
"5028"	"prune"	"is_small"
"5029"	"prune"	"is_wrinkled"
"5030"	"prune"	"made_from_dried_plums"
"5031"	"prune"	"made_from_plums"
"5032"	"prune"	"tastes_sweet"
"5033"	"prune"	"used_for_juice"
"5034"	"pumpkin"	"a_fruit"
"5035"	"pumpkin"	"a_vegetable"
"5036"	"pumpkin"	"eaten_in_pies"
"5037"	"pumpkin"	"grows_on_vines"
"5038"	"pumpkin"	"has_seeds"
"5039"	"pumpkin"	"is_large"
"5040"	"pumpkin"	"is_orange"
"5041"	"pumpkin"	"is_round"
"5042"	"pumpkin"	"used_at_Hallowe'en"
"5043"	"pumpkin"	"used_by_carving"
"5044"	"pumpkin"	"used_for_Jack_O'Lanterns"
"5045"	"pumpkin"	"used_in_autumn"
"5131"	"radish"	"a_root"
"5132"	"radish"	"a_vegetable"
"5133"	"radish"	"eaten_in_salads"
"5134"	"radish"	"grows_in_gardens"
"5135"	"radish"	"grows_underground"
"5136"	"radish"	"has_a_red_outside"
"5137"	"radish"	"has_an_inside"
"5138"	"radish"	"has_an_outside"
"5139"	"radish"	"has_green_leaves"
"5140"	"radish"	"has_leaves"
"5141"	"radish"	"is_crunchy"
"5142"	"radish"	"is_red"
"5143"	"radish"	"is_round"
"5144"	"radish"	"is_small"
"5145"	"radish"	"is_white_inside"
"5146"	"radish"	"tastes_hot/spicy"
"5147"	"raft"	"a_boat"
"5148"	"raft"	"inbeh_-_floats"
"5149"	"raft"	"is_square"
"5150"	"raft"	"is_tied_together_with_rope"
"5151"	"raft"	"made_of_logs"
"5152"	"raft"	"made_of_plastic"
"5153"	"raft"	"made_of_rubber"
"5154"	"raft"	"made_of_wood"
"5155"	"raft"	"used_by_Tom_Sawyer"
"5156"	"raft"	"used_for_riding_rapids"
"5157"	"raft"	"used_for_transportation"
"5158"	"raft"	"used_on_water"
"5159"	"raft"	"used_with_paddles"
"5160"	"raft"	"used_with_poles"
"5308"	"rifle"	"a_gun"
"5309"	"rifle"	"a_weapon"
"5310"	"rifle"	"has_a_barrel"
"5311"	"rifle"	"has_a_handle"
"5312"	"rifle"	"has_a_long_barrel"
"5313"	"rifle"	"has_a_trigger"
"5314"	"rifle"	"inbeh_-_fires"
"5315"	"rifle"	"inbeh_-_fires_bullets"
"5316"	"rifle"	"is_dangerous"
"5317"	"rifle"	"is_heavy"
"5318"	"rifle"	"is_lethal"
"5319"	"rifle"	"is_long"
"5320"	"rifle"	"is_loud"
"5321"	"rifle"	"made_of_metal"
"5322"	"rifle"	"used_for_hunting"
"5323"	"rifle"	"used_for_killing"
"5324"	"rifle"	"used_for_shooting"
"5325"	"rifle"	"used_for_war"
"5504"	"sandals"	"a_footwear"
"5505"	"sandals"	"a_shoe"
"5506"	"sandals"	"has_soles"
"5507"	"sandals"	"has_straps"
"5508"	"sandals"	"is_brown"
"5509"	"sandals"	"is_comfortable"
"5510"	"sandals"	"is_open"
"5511"	"sandals"	"made_of_leather"
"5512"	"sandals"	"made_of_plastic"
"5513"	"sandals"	"worn_at_beaches"
"5514"	"sandals"	"worn_by_Jesus_Christ"
"5515"	"sandals"	"worn_for_exposing_feet"
"5516"	"sandals"	"worn_for_walking"
"5517"	"sandals"	"worn_for_walking_in_sand"
"5518"	"sandals"	"worn_in_hot_weather"
"5519"	"sandals"	"worn_in_summer"
"5520"	"sandals"	"worn_on_feet"
"5521"	"sandpaper"	"bought/sold_in_hardware_stores"
"5522"	"sandpaper"	"found_in_workshops"
"5523"	"sandpaper"	"has_a_sheet"
"5524"	"sandpaper"	"has_different_sizes_of_grains/textures"
"5525"	"sandpaper"	"has_fine_sand_covering_it"
"5526"	"sandpaper"	"is_brown"
"5527"	"sandpaper"	"is_gritty"
"5528"	"sandpaper"	"is_rough"
"5529"	"sandpaper"	"made_of_sand"
"5530"	"sandpaper"	"used_for_carpentry"
"5531"	"sandpaper"	"used_for_smoothing"
"5532"	"sandpaper"	"used_for_smoothing_wood"
"5595"	"scooter"	"a_vehicle"
"5596"	"scooter"	"has_2_wheels"
"5597"	"scooter"	"has_an_engine"
"5598"	"scooter"	"has_handle_bars"
"5599"	"scooter"	"has_wheels"
"5600"	"scooter"	"is_fast"
"5601"	"scooter"	"is_slow"
"5602"	"scooter"	"is_small"
"5603"	"scooter"	"made_of_metal"
"5604"	"scooter"	"used_by_children"
"5605"	"scooter"	"used_by_pushing"
"5606"	"scooter"	"used_for_transportation"
"5607"	"scooter"	"used_with_helmets"
"5711"	"shed"	"a_building"
"5712"	"shed"	"found_in_back_yards"
"5713"	"shed"	"found_outdoors"
"5714"	"shed"	"has_a_roof"
"5715"	"shed"	"has_doors"
"5716"	"shed"	"is_small"
"5717"	"shed"	"made_of_metal"
"5718"	"shed"	"made_of_wood"
"5719"	"shed"	"used_for_storage"
"5720"	"shed"	"used_for_storing_bicycles"
"5721"	"shed"	"used_for_storing_lawnmowers"
"5722"	"shed"	"used_for_storing_tools"
"5773"	"ship"	"has_decks"
"5774"	"ship"	"has_sails"
"5775"	"ship"	"inbeh_-_floats"
"5776"	"ship"	"is_large"
"5777"	"ship"	"is_sinkable"
"5778"	"ship"	"made_of_wood"
"5779"	"ship"	"requires_captains"
"5780"	"ship"	"requires_crews"
"5781"	"ship"	"used_for_cargo"
"5782"	"ship"	"used_for_cruising"
"5783"	"ship"	"used_for_passengers"
"5784"	"ship"	"used_for_transportation"
"5785"	"ship"	"used_on_water"
"5833"	"shovel"	"a_tool"
"5834"	"shovel"	"has_a_handle"
"5835"	"shovel"	"has_a_long_handle"
"5836"	"shovel"	"has_a_metal_end"
"5837"	"shovel"	"has_a_wooden_handle"
"5838"	"shovel"	"has_an_end"
"5839"	"shovel"	"made_of_metal"
"5840"	"shovel"	"used_for_digging"
"5841"	"shovel"	"used_for_digging_holes"
"5842"	"shovel"	"used_for_gardening"
"5843"	"shovel"	"used_for_moving_snow"
"5844"	"shovel"	"used_for_removing"
"5845"	"shovel"	"used_for_removing_snow"
"5846"	"shovel"	"used_for_scooping"
"5847"	"shovel"	"used_with_dirt"
"5982"	"slingshot"	"a_toy"
"5983"	"slingshot"	"a_weapon"
"5984"	"slingshot"	"has_a_Y_shaped_part"
"5985"	"slingshot"	"has_elastic"
"5986"	"slingshot"	"is_dangerous"
"5987"	"slingshot"	"made_of_wood"
"5988"	"slingshot"	"used_by_boys"
"5989"	"slingshot"	"used_by_children"
"5990"	"slingshot"	"used_by_David_on_Goliath"
"5991"	"slingshot"	"used_for_hunting"
"5992"	"slingshot"	"used_for_hunting_small_game"
"5993"	"slingshot"	"used_for_killing"
"5994"	"slingshot"	"used_for_shooting"
"5995"	"slingshot"	"used_for_throwing"
"5996"	"slingshot"	"used_for_throwing_stones"
"5997"	"slippers"	"a_footwear"
"5998"	"slippers"	"clothing"
"5999"	"slippers"	"comes_in_pairs"
"6000"	"slippers"	"is_comfortable"
"6001"	"slippers"	"is_fuzzy/fluffy"
"6002"	"slippers"	"is_soft"
"6003"	"slippers"	"made_of_leather"
"6004"	"slippers"	"used_for_chewing_by_dogs"
"6005"	"slippers"	"worn_for_keeping_feet_warm"
"6006"	"slippers"	"worn_for_warmth"
"6007"	"slippers"	"worn_in_houses"
"6008"	"slippers"	"worn_indoors"
"6009"	"slippers"	"worn_on_feet"
"6084"	"spear"	"a_weapon"
"6085"	"spear"	"has_a_handle"
"6086"	"spear"	"has_a_head"
"6087"	"spear"	"has_a_pointed_end"
"6088"	"spear"	"has_a_wooden_handle"
"6089"	"spear"	"is_dangerous"
"6090"	"spear"	"is_long"
"6091"	"spear"	"is_primitive"
"6092"	"spear"	"is_sharp"
"6093"	"spear"	"is_thin"
"6094"	"spear"	"made_of_wood"
"6095"	"spear"	"used_by_throwing"
"6096"	"spear"	"used_for_fishing"
"6097"	"spear"	"used_for_hunting"
"6098"	"spear"	"used_for_killing"
"6306"	"subway"	"a_train"
"6307"	"subway"	"found_in_cities"
"6308"	"subway"	"found_in_large_cities"
"6309"	"subway"	"has_graffiti"
"6310"	"subway"	"is_crowded"
"6311"	"subway"	"is_dirty"
"6312"	"subway"	"is_efficient"
"6313"	"subway"	"is_electrical"
"6314"	"subway"	"is_fast"
"6315"	"subway"	"is_loud"
"6316"	"subway"	"is_underground"
"6317"	"subway"	"like_a_train"
"6318"	"subway"	"used_for_passengers"
"6319"	"subway"	"used_for_transportation"
"6378"	"sword"	"a_weapon"
"6379"	"sword"	"has_a_blade"
"6380"	"sword"	"has_a_handle"
"6381"	"sword"	"has_a_long_blade"
"6382"	"sword"	"has_a_pointed_end"
"6383"	"sword"	"has_a_sheath"
"6384"	"sword"	"is_dangerous"
"6385"	"sword"	"is_long"
"6386"	"sword"	"is_sharp"
"6387"	"sword"	"is_shiny"
"6388"	"sword"	"made_of_metal"
"6389"	"sword"	"made_of_steel"
"6390"	"sword"	"symbol"
"6391"	"sword"	"used_by_knights"
"6392"	"sword"	"used_for_cutting"
"6393"	"sword"	"used_for_war"
"6533"	"tie"	"clothing"
"6534"	"tie"	"different_colours"
"6535"	"tie"	"eg_-_bow"
"6536"	"tie"	"has_a_knot"
"6537"	"tie"	"has_patterns"
"6538"	"tie"	"is_businesslike"
"6539"	"tie"	"is_formal"
"6540"	"tie"	"is_long"
"6541"	"tie"	"is_thin"
"6542"	"tie"	"made_of_material"
"6543"	"tie"	"made_of_silk"
"6544"	"tie"	"worn_around_neck"
"6545"	"tie"	"worn_by_men"
"6546"	"tie"	"worn_with_suits"
"6594"	"toaster"	"an_appliance"
"6595"	"toaster"	"found_in_kitchens"
"6596"	"toaster"	"has_a_plug"
"6597"	"toaster"	"has_elements"
"6598"	"toaster"	"inbeh_-_gets_hot"
"6599"	"toaster"	"inbeh_-_pops_up"
"6600"	"toaster"	"is_electrical"
"6601"	"toaster"	"is_hot"
"6602"	"toaster"	"made_of_metal"
"6603"	"toaster"	"used_for_breakfast"
"6604"	"toaster"	"used_for_browning_bread"
"6605"	"toaster"	"used_for_burning_bread"
"6606"	"toaster"	"used_for_cooking"
"6607"	"toaster"	"used_for_cooking_bread"
"6616"	"tomahawk"	"a_tool"
"6617"	"tomahawk"	"a_weapon"
"6618"	"tomahawk"	"an_axe"
"6619"	"tomahawk"	"has_a_blade"
"6620"	"tomahawk"	"has_a_handle"
"6621"	"tomahawk"	"has_a_stone_blade"
"6622"	"tomahawk"	"has_a_wooden_handle"
"6623"	"tomahawk"	"is_adorned_with_feathers"
"6624"	"tomahawk"	"is_sharp"
"6625"	"tomahawk"	"made_of_wood"
"6626"	"tomahawk"	"used_by_Indians"
"6627"	"tomahawk"	"used_by_throwing"
"6628"	"tomahawk"	"used_for_scalping"
"6629"	"tomahawk"	"used_for_war"
"6802"	"truck"	"a_vehicle"
"6803"	"truck"	"eg_-_dump"
"6804"	"truck"	"has_>_4_wheels"
"6805"	"truck"	"has_18_wheels"
"6806"	"truck"	"has_4_wheels"
"6807"	"truck"	"has_an_engine"
"6808"	"truck"	"has_wheels"
"6809"	"truck"	"is_heavy"
"6810"	"truck"	"is_large"
"6811"	"truck"	"requires_drivers"
"6812"	"truck"	"requires_gasoline"
"6813"	"truck"	"used_for_cargo"
"6814"	"truck"	"used_for_transportation"
"6855"	"turkey"	"a_bird"
"6856"	"turkey"	"a_poultry"
"6857"	"turkey"	"an_animal"
"6858"	"turkey"	"beh_-_cannot_fly"
"6859"	"turkey"	"beh_-_eats"
"6860"	"turkey"	"beh_-_gobbles"
"6861"	"turkey"	"eaten_as_meat"
"6862"	"turkey"	"eaten_at_Christmas"
"6863"	"turkey"	"eaten_at_Thanksgiving"
"6864"	"turkey"	"eaten_by_stuffing"
"6865"	"turkey"	"eaten_with_gravy"
"6866"	"turkey"	"eaten_with_stuffing"
"6867"	"turkey"	"has_feathers"
"6868"	"turkey"	"has_wings"
"6869"	"turkey"	"is_domestic"
"6870"	"turkey"	"is_edible"
"6871"	"turkey"	"is_large"
"6872"	"turkey"	"lives_on_farms"
"6943"	"van"	"a_truck"
"6944"	"van"	"a_vehicle"
"6945"	"van"	"has_4_wheels"
"6946"	"van"	"has_an_engine"
"6947"	"van"	"has_doors"
"6948"	"van"	"has_sliding_doors"
"6949"	"van"	"has_wheels"
"6950"	"van"	"is_box_shaped"
"6951"	"van"	"is_large"
"6952"	"van"	"is_spacious"
"6953"	"van"	"requires_gasoline"
"6954"	"van"	"used_for_cargo"
"6955"	"van"	"used_for_moving_things"
"6956"	"van"	"used_for_passengers"
"6957"	"van"	"used_for_transportation"
"7015"	"wagon"	"a_toy"
"7016"	"wagon"	"has_4_wheels"
"7017"	"wagon"	"has_a_covering"
"7018"	"wagon"	"has_a_handle"
"7019"	"wagon"	"has_wheels"
"7020"	"wagon"	"is_red"
"7021"	"wagon"	"made_of_metal"
"7022"	"wagon"	"made_of_wood"
"7023"	"wagon"	"used_by_children"
"7024"	"wagon"	"used_by_pulling"
"7025"	"wagon"	"used_by_pulling_by_horses"
"7026"	"wagon"	"used_for_cargo"
"7027"	"wagon"	"used_for_transportation"
"7028"	"wagon"	"used_in_the_wild_west"
"7094"	"whale"	"a_mammal"
"7095"	"whale"	"an_animal"
"7096"	"whale"	"beh_-_breathes"
"7097"	"whale"	"beh_-_eats"
"7098"	"whale"	"beh_-_spouts_water"
"7099"	"whale"	"beh_-_swims"
"7100"	"whale"	"has_blubber"
"7101"	"whale"	"hunted_by_people"
"7102"	"whale"	"is_endangered"
"7103"	"whale"	"is_large"
"7104"	"whale"	"lives_in_oceans"
"7105"	"whale"	"lives_in_water"
"7208"	"yacht"	"a_boat"
"7209"	"yacht"	"has_an_engine"
"7210"	"yacht"	"has_sails"
"7211"	"yacht"	"is_expensive"
"7212"	"yacht"	"is_large"
"7213"	"yacht"	"is_luxurious"
"7214"	"yacht"	"requires_crews"
"7215"	"yacht"	"used_by_rich_people"
"7216"	"yacht"	"used_for_cruising"
"7217"	"yacht"	"used_for_recreation"
"7218"	"yacht"	"used_for_sailing"
"7219"	"yacht"	"used_for_transportation"
"7220"	"yacht"	"used_on_oceans"
"7221"	"yacht"	"used_on_water"
